,stop_name,stop_lat,stop_lon
4358,Gera Hbf,50.883423,12.077092
4371,Gera Süd,50.87116,12.076443
4373,Gera-Langenberg,50.91697,12.0472
4374,Gera-Zwötzen,50.85005,12.082181
4376,Geraberg,50.71559,10.857196
4377,Geradstetten,48.805202,9.439753
4379,Gerhausen,48.39972,9.806227
4380,Gerichshain,51.35388,12.587444
4382,Gerlachsheim,49.580887,9.710612
4384,Gerlenhofen,48.351334,10.037282
4386,Gerling im Pinzgau,47.390232,12.827291
4388,Germering-Unterpfaffenhofen,48.12887,11.364023
4391,Germersheim,49.225403,8.365282
4395,Germersheim Mitte/Rhein,49.219875,8.379305
4397,Gernlinden,48.212765,11.300378
4399,Gernrode-Niederorschel,51.383224,10.416533
4401,Gernsbach Bf,48.768307,8.336714
4402,Gernsheim,49.753597,8.4902
4404,Geroldshausen,49.68694,9.903994
4406,Gersdorf(Görlitz),51.125214,14.85425
4408,Gersfeld(Rhön),50.449413,9.914847
4409,Gerstetten,48.624836,10.022662
4410,Gersthofen,48.42302,10.861193
4413,Gerstungen,50.964664,10.065041
4416,Gertenbach,51.37973,9.804709
4418,Gerwisch,52.177586,11.742095
4420,Geseke,51.64523,8.510292
4423,Gessertshausen,48.333714,10.732382
4425,Gettenau-Bingenheim,50.379192,8.885796
4426,Gettorf,54.409893,9.978678
4429,Gevelsberg Hbf,51.324398,7.33976
4432,Gevelsberg West,51.317276,7.313845
4435,Gevelsberg-Kipp,51.31993,7.327172
4438,Gevelsberg-Knapp,51.336964,7.377884
4441,Giengen(Brenz),48.62002,10.236994
4443,Gieraltow (Bahnhof),51.192146,15.299756
4444,Gieraltow Wykroty (Bahnhof),51.216957,15.284439
4445,Giersleben,51.7646,11.568545
4447,Gießen,50.57906,8.661462
4459,Gießen Erdkauter Weg,50.571304,8.683241
4460,Gießen Licher Str,50.58167,8.697242
4461,Gießen Oswaldsgarten,50.588356,8.669138
4463,Gießenbach in Tirol,47.374382,11.236703
4464,Gifhorn,52.456154,10.545284
4468,Gifhorn Stadt,52.479774,10.54294
4469,Gilching-Argelsried,48.105675,11.299598
4471,Gingen(Fils),48.661037,9.787826
4473,Girod,50.45433,7.902936
4474,Gittelde/Bad Grund(Harz),51.78734,10.203025
4476,Gjesing st,55.509644,8.457369
4477,Gladbeck Ost,51.57553,6.994813
4478,Gladbeck West,51.57492,6.976389
4480,Gladbeck-Zweckel,51.59027,6.984424
4482,Glan-Münchweiler,49.470177,7.444848
4484,Glanerbrug,52.21857,6.973882
4485,Glanzstoffwerke,49.828552,9.152309
4486,Glashütte(Sachs),50.8511,13.782378
4488,Glaubitz(Riesa),51.317562,13.365435
4489,Glauburg-Glauberg,50.31375,8.996016
4490,Glauburg-Stockheim,50.327057,9.010123
4493,Glauchau(Sachs),50.828526,12.548646
4497,Glauchau-Schönbörnchen,50.821056,12.500671
4499,Glesch,50.97126,6.589633
4500,Glogow,51.668957,16.079712
4501,Glöwen,52.90351,12.083928
4503,Glückauf,51.3897,10.828367
4504,Glückstadt,53.788605,9.42832
4506,Gmund(Tegernsee),47.74951,11.734868
4508,Gnadau,51.9796,11.78115
4510,Gnarrenburg,53.381237,9.008099
4511,Gnarrenburg Nord,53.393288,9.015403
4512,Goch,51.681824,6.160862
4513,Godramstein,49.20685,8.076028
4515,Gokels,54.118755,9.470081
4516,Goldbeck(Osterburg),52.71606,11.858149
4518,Goldberg(Württ),48.69691,9.02043
4520,Goldenstedt(Oldb),52.80061,8.394579
4521,Goldhausen,50.46142,7.873064
4523,Goldshöfe,48.894222,10.128254
4526,Golling-Abtenau,47.600574,13.164086
4528,Gollmitz(Niederlausitz),51.703335,13.883834
4530,Golm,52.409775,12.971864
4534,"Golzow (MOL), Bahnhof",52.56315,14.507347
4535,Golzow(Eberswalde),52.914013,13.826975
4536,Golzow(Oderbruch),52.56253,14.51181
4537,Golßen(Niederlausitz),51.974274,13.574773
4540,Gomadingen,48.39912,9.392136
4541,Gommern,52.074,11.83878
4543,Gondelsheim Schlossstadion,49.06574,8.662867
4545,Gondelsheim(Baden),49.059704,8.660281
4547,Gorgast,52.56313,14.550644
4548,"Gorgast, Bahnhof",52.563484,14.549582
4549,Gorzyniec,50.859985,15.568316
4550,Gosberg,49.704456,11.109205
4551,Goslar,51.91157,10.421436
4556,Gossau SG,47.41183,9.253051
4557,Gotha,50.93907,10.712568
4563,Gotha Ost,50.96188,10.720869
4564,Gottenheim,48.051655,7.727832
4567,"Gottesauer Platz/BGV, Karlsruhe",49.007607,8.424562
4568,Gotteszell,48.95813,12.983435
4570,Gottmadingen,47.7374,8.77543
4572,Goßdorf-Kohlmühle,50.94117,14.164655
4573,Goßfelden,50.868416,8.738249
4574,Goßmannsdorf,49.68496,10.025594
4576,Graal-Müritz,54.248775,12.245387
4577,Graal-Müritz Koppelweg,54.24589,12.237167
4578,Graben(Lechfeld)Gewerbepark,48.199146,10.852411
4579,Graben-Neudorf,49.161797,8.49063
4585,Graben-Neudorf Nord,49.17796,8.494096
4586,Grabow(Meckl),53.2829,11.564201
4588,Grafenaschau,47.66703,11.1374
4589,Grafenau,48.856167,13.393327
4590,Grafenwiesen,49.202637,12.877825
4591,Grafing Bahnhof,48.043224,11.940423
4596,Grafing Stadt,48.04722,11.962758
4598,Grafling-Arzting,48.889645,12.973322
4599,Grafrath,48.132095,11.153259
4602,Grambow,53.41738,14.347457
4603,Grambow(Gr),53.415806,14.3734
4604,Gransee,53.001076,13.16712
4606,Grebenstein Gl.1 Ri. Kassel,51.44719,9.420118
4607,Grebenstein Gl.2 Ri. Hümme,51.44719,9.420118
4608,Grebenstein Gl.2 Ri. Kassel,51.44719,9.420118
4609,Grebenstein Gl.3 Ri. Hümme,51.44719,9.420118
4610,Gredstedbro st,55.397423,8.741062
4611,Greifswald,54.092922,13.370262
4615,Greifswald Süd,54.076443,13.396656
4617,Greiz,50.652973,12.194465
4619,Greiz-Dölau,50.63088,12.185216
4620,Grenzach,47.5509,7.659506
4622,Greppin,51.64536,12.297969
4624,Greußen,51.229134,10.941476
4625,Greven,52.08983,7.599341
4627,Grevenbroich,51.0937,6.580447
4631,Grevesmühlen,53.857468,11.184712
4633,Grieben(Meckl),53.851234,11.068569
4634,Griebo,51.880577,12.522977
4636,Griefstedt,51.23053,11.136714
4637,Gries im Pinzgau,47.28804,12.890462
4639,Griesen(Oberbay),47.478218,10.94612
4640,Grießen(Baden),47.628433,8.396003
4641,Grimma ob Bf,51.230076,12.714131
4643,Grimmelfingen Eisenbahnstraße,48.370235,9.937035
4645,Grimmelfingen Haltep. Donautal,48.366356,9.939541
4647,Grimmelfingen Häberlinweg,48.373203,9.941368
4649,Grimmelfingen Rathausstraße,48.371853,9.936241
4651,Grimmelshofen,47.78797,8.504429
4652,Grimmenthal,50.53295,10.450512
4657,Grobau,50.4323,11.943905
4659,Grombach,49.226147,8.996902
4662,Gronau(Westf),52.215107,7.022436
4665,Gronau(Westf)Gr,52.218296,6.97997
4666,Gronsdorf,48.1184,11.698619
4668,Groß Ammensleben,52.235645,11.525417
4670,Groß Brütz,53.653088,11.251439
4672,Groß Düngen,52.09773,10.020077
4674,Groß Gerau,49.924934,8.486215
4676,Groß Gerau-Dornberg,49.912277,8.494709
4680,Groß Gerau-Dornheim,49.877506,8.493656
4682,Groß Karben,50.23184,8.753528
4685,Groß Kiesow,54.01372,13.480617
4687,Groß Kreutz,52.410763,12.776335
4689,Groß Köris,52.159607,13.650807
4691,Groß Laasch,53.34648,11.534139
4692,Groß Lüsewitz,54.073406,12.339221
4693,Groß Pankow,53.123013,12.047421
4695,Groß Quassow,53.314823,13.003845
4696,Groß Rohrheim,49.714066,8.476857
4699,Groß Schwaß,54.077026,12.04612
4702,Groß Schönebeck,52.904285,13.537516
4703,"Groß Schönebeck, Bahnhof",52.90343,13.539377
4704,Groß-Umstadt Klein-Umstadt,49.894367,8.938635
4705,Groß-Umstadt Mitte,49.86521,8.924171
4707,Groß-Umstadt Wiebelsbach,49.833424,8.940854
4711,Großarmschlag,48.885723,13.375921
4712,Großauheim(Kr Hanau),50.107056,8.943902
4714,Großbeeren,52.350674,13.28477
4716,Großbothen,51.184006,12.75914
4717,Großburgwedel,52.50682,9.858535
4719,Großdeuben,51.232353,12.383193
4721,Großen Buseck,50.60574,8.782999
4723,Großen Linden,50.52785,8.661998
4725,Großenaspe,53.980972,9.969829
4726,Großenbrode,54.36631,11.080779
4727,Großengottern,51.144505,10.556041
4729,Großenhain Cottb Bf,51.291637,13.523916
4731,Großenkneten,52.945057,8.241136
4732,Großenlüder,50.592937,9.550001
4734,Großfurra,51.398884,10.802815
4735,Großgeschaidt,49.56503,11.172204
4736,Großharthau,51.102123,14.087646
4738,Großhelfendorf,47.94606,11.78126
4739,Großheringen,51.10598,11.657745
4742,Großhesselohe Isartalbf,48.071068,11.530945
4745,Großkarolinenfeld,47.88883,12.084824
4747,Großkorbetha,51.26732,12.022171
4751,Großkrotzenburg,50.087727,8.982792
4753,Großkugel,51.41845,12.165368
4755,Großlehna,51.304806,12.168818
4757,Großneuhausen,51.164516,11.286163
4758,Großpösna,51.26671,12.488839
4759,Großrudestedt,51.09565,11.091093
4761,Großräschen,51.591488,14.014898
4762,Großröhrsdorf,51.148518,14.01731
4763,Großschwabhausen,50.93696,11.481934
4765,Großschönau(Sachs),50.892555,14.66545
4766,Großsteinberg,51.250587,12.637415
4768,Großwalbur,50.32719,10.849282
4769,Großwudicke,52.590435,12.231128
4770,Grub am Forst,50.227524,11.025858
4771,Grub(Oberbay),48.164524,11.782559
4773,Grub(Oberpf),49.357857,12.681653
4774,Grunbach,48.81036,9.420029
4777,"Grunow (LOS), Bahnhof",52.16336,14.379962
4778,Grunow(Niederlausitz),52.165073,14.378843
4779,Gryfow Slaski (Bahnhof),51.03392,15.428826
4780,Gräfelfing,48.119774,11.425571
4782,Gräfenberg,49.641624,11.250365
4783,Gräfenhainichen,51.72473,12.460037
4785,Gräfenroda,50.758896,10.833007
4787,Gräfenstuhl-Klippmühle,51.602142,11.404238
4788,Gräfentonna,51.089733,10.733617
4789,Gräveneck,50.451904,8.250757
4791,Grävenwiesbach,50.38224,8.458553
4792,Gröbenzell,48.19492,11.374107
4794,Gröbers,51.432346,12.116826
4796,Gröditz(Riesa),51.41147,13.439542
4797,Grüna(Sachs)Hp,50.811417,12.798514
4799,Grünbach(Vogtl),50.439896,12.372815
4800,Grünberg(Oberhess),50.59659,8.959931
4802,Grünebach Ort,50.77714,7.90235
4803,Grünebacherhütte,50.781654,7.891546
4804,Grüneberg,52.8678,13.213023
4806,"Grüneberg, Bahnhof",52.868313,13.213804
4808,Grünhainichen-Borstendorf,50.774624,13.163443
4809,Grünsfeld,49.604935,9.745447
4811,Grünstadt,49.564384,8.167962
4814,Grünstadt Nord,49.573357,8.170781
4815,Grüntal-Wittlensweiler,48.4754,8.460747
4816,Gstadt(Wanderbahn),49.064358,12.944043
4817,Guben,51.957203,14.706775
4819,Guldager st,55.53596,8.440325
4820,Gummersbach,51.023632,7.56631
4822,Gummersbach-Dieringhausen,50.98542,7.542483
4824,Gumpenried-Asbach,49.07183,13.000993
4825,Gundelfingen(Bay),48.54878,10.377186
4828,Gundelfingen(Breisgau),48.044025,7.874185
4830,Gundelsdorf,50.27992,11.301455
4832,Gundelshausen,48.94488,12.003553
4833,Gundelsheim(Neckar),49.282932,9.15787
4835,Gundersheim(Rheinhess),49.690166,8.196596
4836,Guntersblum,49.79198,8.351257
4839,Gunzenhausen,49.120445,10.755463
4843,Gussenstadt,48.6399,9.957623
4844,Gustorf,51.067173,6.570011
4845,Gutach Freilichtmuseum,48.271675,8.198572
4847,Gutach(Breisgau),48.113323,7.988493
4849,Gutenfürst,50.418797,11.960916
4851,Guthmannshausen,51.132366,11.365703
4852,Guxhagen,51.204323,9.482159
4854,Guxhagen Gl.1 Ri. Kassel,51.20462,9.48245
4855,Guxhagen Gl.2 Ri. Melsungen,51.20462,9.48245
4856,Gärtringen,48.64091,8.908993
4858,Gäufelden,48.55966,8.850308
4860,Göbelnrod,50.59763,8.921448
4861,Gögglingen Hoher Berg,48.338562,9.939098
4862,Gögglingen Riedlenstraße,48.334846,9.936858
4863,Gögglingen Zollbrücke,48.34313,9.941515
4864,Göhrde,53.167747,10.851118
4865,Göhren(Rügen),54.345963,13.737704
4866,Göppingen,48.700027,9.651969
4870,Görden,52.42788,12.503951
4871,Görlitz,51.146767,14.97908
4877,Görlitz Bahnhof,51.14692,14.978105
4879,Görlitz-Rauschwalde,51.14908,14.93601
4881,Görlitz-Weinhübel,51.128662,14.970271
4882,Görsbach,51.455734,10.941792
4884,Görschnitz,49.957306,11.700315
4885,Götschendorf,53.086834,13.665919
4886,Göttingen,51.536816,9.926072
4892,Götz,52.411224,12.725983
4894,Gößnitz,50.8932,12.429301
4899,Gündlkofen,48.526157,12.033642
4901,Günzach,47.8196,10.439565
4903,Günzburg,48.460564,10.279262
4909,Güsen(b Genthin),52.33489,11.977862
4911,Güsten,51.79302,11.601766
4914,Güstrow,53.8006,12.172836
4919,Güterglück,51.993473,11.986389
4921,Gütersloh Hbf,51.90694,8.385071
4925,Haan,51.18812,6.998018
4927,Haan-Gruiten,51.214558,7.010546
4932,Haar,48.111412,11.73115
4934,Haarhausen,50.867435,10.905715
4936,Hachenburg,50.664,7.822895
4938,Hadamar,50.44719,8.043453
4940,Hademarschen,54.12281,9.414475
4941,Hadmersleben,52.00736,11.324446
4942,Hadsten st,56.327446,10.047189
4943,Haffkrug,54.054188,10.742682
4945,Hagebök,53.96126,11.614882
4948,Hagelstadt,48.89586,12.214829
4950,Hagen Hbf,51.362747,7.460249
4965,Hagen(Han),52.57369,9.408946
4967,Hagen(Kr. Stade),53.549995,9.459899
4968,Hagen-Heubing,51.352318,7.423087
4971,Hagen-Oberhagen,51.351112,7.478792
4973,Hagen-Vorhalle,51.388226,7.433726
4975,Hagen-Wehringhausen,51.353584,7.452767
4977,Hagen-Westerbauer,51.34178,7.397392
4980,Hagenbach,49.01628,8.253223
4981,Hagenbüchach,49.536346,10.767799
4983,Hagenow Land,53.41358,11.215695
4987,Hagenow Stadt,53.429436,11.18499
4988,Hagenwerder,51.070118,14.960228
4990,Hagsfeld Bahnhof,49.025867,8.453578
4992,Hagsfeld Geroldsäcker,49.03291,8.455357
4994,Hagsfeld Jenaer Straße,49.03614,8.456282
4996,Hagsfeld Reitschulschlag,49.04408,8.46107
4999,Hagsfeld Süd,49.02422,8.449122
5001,Haguenau,48.813366,7.782165
5002,Haidenaab-Göppmannsbühl,49.885777,11.820045
5004,Haidkapelle,48.361156,9.261728
5005,Haiger,50.741352,8.220657
5008,Haiger Obertor,50.740864,8.20225
5009,Haigerloch,48.3702,8.801301
5010,Hailer-Meerholz,50.18967,9.150665
5013,Haiming,47.25355,10.890571
5014,Hainburg Hainstadt,50.078114,8.938135
5016,Hainersdorf Bf Amtshainersdorf,50.966274,14.232297
5017,Hainewalde,50.90661,14.704463
5018,Hainichen,50.968094,13.119057
5019,Hainstadt(Baden),49.543056,9.326884
5020,Haitz-Höchst,50.208633,9.226821
5022,Hajniste,50.92883,15.197446
5023,Halbe,52.108383,13.701855
5025,Halberstadt,51.899307,11.073452
5033,Halberstadt Oststr,51.88501,11.065436
5034,Halberstadt-Spiegelsberge,51.88258,11.048307
5036,Halbmeil,48.29075,8.270454
5037,Haldensleben,52.285034,11.406106
5039,Haldern(Rheinl),51.772556,6.455832
5041,Halen,52.339123,7.945044
5042,Halfing,47.952946,12.279275
5043,Halitplatz Ri. Hauptfriedhof,51.32706,9.499961
5044,Halitplatz Ri. Holländischer Platz,51.32706,9.499961
5045,Hallbergmoos,48.309166,11.714334
5047,Halle Dessauer Brücke,51.500122,11.982535
5048,Halle Messe,51.45476,12.028041
5049,Halle Rosengarten,51.44686,11.982787
5051,Halle Steintorbrücke,51.4902,11.986895
5053,Halle Südstadt,51.44796,11.950925
5055,Halle Wohnstadt Nord,51.517147,11.96481
5056,Halle Zoo,51.50365,11.970346
5057,Halle Zscherbener Straße,51.473312,11.921056
5059,Halle(Saale)Hbf,51.47751,11.987085
5077,Halle(Westf),52.057297,8.357729
5079,Halle(Westf) OWL-Arena,52.06164,8.343797
5080,Halle-Ammendorf,51.424133,11.987913
5082,Halle-Neustadt,51.480057,11.920632
5083,Halle-Nietleben,51.487823,11.908451
5084,Halle-Silberhöhe,51.445545,11.966801
5085,Halle-Trotha,51.5239,11.96217
5087,Hallein,47.68517,13.099434
5089,Hallein Burgfried,47.67599,13.114192
5091,Hallstadt(b Bamberg),49.92955,10.885454
5093,Hallwang-Elixhausen,47.85784,13.091782
5094,Halstenbek,53.63038,9.839092
5096,Haltepunkt Adria,51.821243,12.314359
5097,Haltepunkt Biosphärenreservat,51.816483,12.33667
5098,Haltern am See,51.737667,7.184366
5102,Haltingen,47.61284,7.611683
5105,Halver-Oberbrügge,51.191868,7.574042
5106,Hamburg Airport,53.63235,10.006646
5108,Hamburg Alte Wöhr,53.59793,10.035415
5110,Hamburg Berliner Tor,53.55287,10.02463
5116,Hamburg Billwerder-Moorfleet,53.51559,10.096658
5118,Hamburg Burgwedel,53.647614,9.908496
5119,Hamburg Dammtor,53.560753,9.989566
5123,Hamburg Diebsteich,53.56857,9.93426
5126,Hamburg Elbbrücken,53.534824,10.02466
5128,Hamburg Elbgaustraße,53.602573,9.893738
5131,Hamburg Friedrichsberg,53.57633,10.057433
5133,Hamburg Hasselbrook,53.564713,10.056129
5137,Hamburg Hbf,53.552734,10.006909
5159,Hamburg Hbf (S-Bahn),53.55281,10.007921
5164,Hamburg Hochkamp,53.56137,9.842076
5166,Hamburg Hoheneichen,53.63548,10.067648
5168,Hamburg Holstenstraße,53.561764,9.949741
5171,Hamburg Jungfernstieg,53.552193,9.993883
5173,Hamburg Klein Flottbek,53.55817,9.861122
5175,Hamburg Kornweg(Klein Borstel),53.63238,10.053841
5177,Hamburg Königstraße,53.547794,9.944088
5179,Hamburg Landungsbrücken,53.54613,9.971281
5181,Hamburg Landwehr,53.5612,10.038021
5183,Hamburg Mittlerer Landweg,53.498173,10.131122
5185,Hamburg Neuwiedenthal,53.47306,9.877434
5187,Hamburg Reeperbahn,53.549667,9.957668
5189,Hamburg Rübenkamp,53.60597,10.033083
5191,Hamburg Stadthausbrücke,53.549465,9.984804
5193,Hamburg Wandsbeker Chaussee,53.569733,10.059975
5195,Hamburg-Allermöhe,53.490356,10.158735
5197,Hamburg-Altona,53.552696,9.935175
5206,Hamburg-Altona(S),53.551853,9.934554
5211,Hamburg-Bahrenfeld,53.56006,9.910778
5213,Hamburg-Barmbek,53.58746,10.044164
5215,Hamburg-Bergedorf,53.489834,10.206171
5221,Hamburg-Blankenese,53.564365,9.814607
5225,Hamburg-Eidelstedt,53.595886,9.907097
5228,Hamburg-Eidelstedt Zentrum,53.610374,9.901522
5229,Hamburg-Fischbek,53.47473,9.819561
5231,Hamburg-Hammerbrook,53.54661,10.02361
5233,Hamburg-Harburg,53.45591,9.991701
5238,Hamburg-Harburg Rathaus,53.460693,9.980463
5241,Hamburg-Harburg(S),53.45696,9.991454
5243,Hamburg-Heimfeld,53.46548,9.963187
5245,Hamburg-Hörgensweg,53.617283,9.903627
5246,Hamburg-Iserbrook,53.576607,9.814049
5247,Hamburg-Langenfelde,53.579693,9.93092
5250,Hamburg-Nettelnburg,53.48789,10.181408
5252,Hamburg-Neugraben,53.474144,9.852048
5256,Hamburg-Ohlsdorf,53.620872,10.031968
5260,Hamburg-Othmarschen,53.559235,9.885967
5262,Hamburg-Poppenbüttel,53.652184,10.094034
5265,Hamburg-Rahlstedt,53.60486,10.154396
5268,Hamburg-Rissen,53.583218,9.757057
5270,Hamburg-Rothenburgsort,53.538475,10.043953
5272,Hamburg-Schnelsen,53.634125,9.906616
5273,Hamburg-Stellingen,53.589844,9.918336
5276,Hamburg-Sternschanze,53.56372,9.967204
5279,Hamburg-Sülldorf,53.581123,9.797519
5281,Hamburg-Tiefstack,53.531223,10.065591
5283,Hamburg-Tonndorf,53.586384,10.12305
5285,Hamburg-Veddel,53.5217,10.013313
5287,Hamburg-Wellingsbüttel,53.641327,10.082825
5289,Hamburg-Wilhelmsburg,53.498936,10.007006
5291,Hameln,52.10185,9.375906
5294,Hamm(Westf)Hbf,51.678078,7.807821
5305,Hamm-Bockum-Hövel,51.704807,7.774547
5307,Hamm-Heessen,51.709194,7.831551
5309,Hammelspring,53.07023,13.435744
5310,"Hammelspring, Bahnhof",53.070366,13.435586
5311,Hammerau,47.795883,12.946134
5313,Hammerstein,47.690296,7.644148
5314,Hammerum st,56.131817,9.063229
5315,Hammerunterwiesenthal,50.44109,13.008722
5316,Hamminkeln,51.735104,6.601745
5318,Hamminkeln-Dingden,51.770233,6.607872
5319,Hanau Hbf,50.120953,8.929
5331,Hanau Klein-Auheim,50.100735,8.934288
5332,Hanau Nord,50.141434,8.925848
5334,Hanau West,50.13195,8.908818
5336,Hanau-Wilhelmsbad,50.14387,8.88325
5338,Hanfertal,48.099766,9.235652
5339,Hangelsberg,52.400272,13.920916
5341,Hann Münden,51.412582,9.658272
5343,Hannover Bismarckstr.,52.356457,9.769728
5345,Hannover Flughafen,52.458725,9.699105
5346,Hannover Hbf,52.376762,9.741021
5358,Hannover Messe/Laatzen,52.3169,9.792863
5359,Hannover-Bornum,52.350246,9.679538
5361,Hannover-Ledeburg,52.408787,9.691117
5363,Hannover-Leinhausen,52.396854,9.6763
5365,Hannover-Linden/Fischerhof,52.352634,9.723114
5367,Hannover-Nordstadt,52.393845,9.717763
5369,Hannover-Vinnhorst,52.42404,9.707729
5371,Hanweiler(Gr),49.111805,7.057638
5372,Happurg,49.500053,11.468355
5374,Harblek,54.361973,8.962646
5375,Harburg(Schwab),48.778896,10.698455
5377,Hardegsen,51.65902,9.826032
5379,Hardhof,49.496925,10.784726
5380,Haren(Ems),52.785122,7.301428
5382,Harlesiel Flugplatz,53.705627,7.815732
5383,Harra,50.418476,11.686006
5384,Harra Nord,50.42917,11.674692
5385,Harrachov,50.77151,15.393171
5386,Harras(Thür),50.41298,10.858072
5387,Harsdorf,50.027763,11.566273
5389,Harsefeld,53.45006,9.498657
5391,Hartershofen,49.416763,10.242238
5392,Harthaus,48.133503,11.387867
5394,Hartmannmühle,50.778385,13.792418
5395,Hartmannshof,49.49886,11.554562
5398,Hasbergen,52.241695,7.953967
5401,Haselbach (b. Altenburg) (Kohlebahn),51.070755,12.42857
5402,Haselbrunn,47.74453,8.975309
5404,Haslach,48.28004,8.087975
5408,Hasloch(Main),49.789333,9.482125
5409,Hasloh,53.69457,9.919906
5410,Haslohfurth,53.744568,9.98676
5411,Haspelmoor,48.223263,11.098784
5413,Hassel(Saar),49.263325,7.171309
5414,Hasselborn,50.406593,8.495336
5415,Haste,52.379658,9.389097
5420,Hattenheim,50.013664,8.0568
5422,Hattersheim(Main),50.06788,8.489638
5425,Hattert,50.676033,7.776343
5426,Hattingen(R) Mitte,51.397198,7.180538
5427,Hattingen(Ruhr),51.40091,7.169865
5428,Hattorf,51.64622,10.235999
5430,Hatzenport,50.227676,7.413508
5432,Haubersbronn,48.82426,9.550054
5433,Haubersbronn Mitte,48.831043,9.54923
5434,Hauenstein Mitte,49.19917,7.849564
5435,Hauenstein(Pfalz),49.201393,7.830006
5436,Haunetal-Neukirchen,50.77084,9.692546
5438,Haupeltshofen,48.180466,10.38243
5439,Hauptbahnhof,51.840378,12.235514
5440,Hauptbahnhof Gleis 4 Ri. SCPL,51.318184,9.488734
5441,Hauptbahnhof Gleis 5 Ri. DB,51.318153,9.489609
5442,Hauptbahnhof Gleis 5 Ri. SCPL,51.318153,9.489609
5443,Hauptbahnhof Gleis 6 Ri. DB,51.31829,9.488907
5444,Hauptfriedhof  Ri. Mombachstraße,51.33078,9.498352
5445,Hauptfriedhof  Ri. Wiener Straße,51.33078,9.498352
5446,Hauptstuhl,49.401974,7.490949
5448,"Haus Bethlehem, Karlsruhe",49.033527,8.376661
5449,Hausach,48.284924,8.181665
5453,Hausen (b Düren),50.652576,6.491212
5454,Hausen i Tal,48.080406,9.027574
5455,Hausen(Eichsfeld),51.382523,10.379167
5457,Hausen(Schwab),48.101006,10.482517
5458,Hausen(Taunus),50.30775,8.507244
5459,Hausen-Raitbach,47.67931,7.846041
5460,Hausen-Starzeln,48.301743,9.068047
5461,Hausham,47.750412,11.840257
5462,Havixbeck,51.966713,7.407711
5464,Hazlov,50.16185,12.279022
5465,Haßfurt,50.03332,10.509998
5468,Haßloch(Pfalz),49.371956,8.253396
5471,Haßmersheim,49.30403,9.154129
5473,Hebertsfelden,48.416496,12.818533
5474,Hebertshausen,48.291107,11.455487
5476,Hechingen,48.3596,8.968775
5479,Hechingen Landesbahn,48.35905,8.968155
5480,Heddesheim/Hirschberg,49.509407,8.633746
5483,Hedemünden,51.392162,9.762144
5485,Hedersdorf,49.569344,11.338705
5486,Hedersleben-Wedderstedt,51.84469,11.250771
5487,Heerlen,50.890694,5.975851
5488,Hegelsbergstraße  Ri. Holländ. Straße,51.336918,9.490469
5489,Hegelsbergstraße  Ri. Wiener Straße,51.336918,9.490469
5490,Heggen,51.15352,7.963238
5491,Hegne,47.706036,9.099572
5493,Hegyeshalom,47.913506,17.14702
5494,Hegyeshalom(Gr),47.93826,17.095844
5495,Heide(Holst),54.19356,9.101029
5500,Heide-Büsum Flugplatz,54.15506,8.89513
5501,Heidelberg Hbf,49.40357,8.675442
5511,Heidelberg Orthopädie,49.409996,8.774913
5513,Heidelberg-Altstadt,49.415237,8.720887
5515,Heidelberg-Kirchheim/Rohrbach,49.37939,8.675383
5517,Heidelberg-Pfaffengrund/Wieblingen,49.41193,8.64157
5519,Heidelberg-Schlierbach/Ziegelhausen,49.41531,8.760564
5521,Heidelberg-Weststadt/Südstadt,49.398323,8.688749
5523,Heidelsheim,49.10161,8.649483
5525,Heidelsheim Nord,49.105114,8.645252
5527,Heidenau,50.981857,13.857887
5531,Heidenau Süd,50.971695,13.874717
5533,Heidenau-Großsedlitz,50.960823,13.894877
5535,Heidenheim,48.68017,10.156642
5538,Heidenheim Voithwerk,48.669483,10.156077
5539,Heidenheim-Mergelstetten,48.65328,10.160976
5540,Heidenheim-Schnaitheim,48.708282,10.15876
5541,Heidkrug,53.057095,8.680195
5543,Heigenbrücken,50.02286,9.380805
5545,Heilbad Heiligenstadt,51.377316,10.124518
5548,Heilbronn Hbf,49.143307,9.207715
5556,Heilbronn Sülmertor,49.1516,9.220598
5558,Heiligendamm,54.141678,11.842863
5559,Heiligengrabe,53.15011,12.342584
5560,Heiligenstatt(Obb),48.21336,12.609585
5561,Heiligenstein(Pfalz),49.28566,8.393726
5563,Heilsbronn,49.34595,10.791053
5565,Heimbach (Eifel),50.636517,6.4735
5566,Heimbach(Nahe),49.617676,7.231047
5568,Heimbach(Nahe)Ort,49.613213,7.251982
5569,Heimenkirch,47.62891,9.9021
5571,Heimerdingen,48.85161,8.986058
5572,Heimersheim,50.54745,7.174409
5573,Heimstetten,48.158756,11.759659
5575,Heinebach,51.04574,9.664423
5577,Heinrich-Heine-Straße  Ri. Am Weinberg,51.303867,9.48405
5578,Heinrich-Heine-Straße  Ri. Auestadion,51.303867,9.48405
5579,Heinsberg Kreishaus,51.061775,6.10894
5580,Heinsberg(Rheinl),51.065037,6.098881
5581,Heinsberg-Dremmen,51.045685,6.152515
5582,Heinsberg-Horst,51.02884,6.182303
5583,Heinsberg-Oberbruch,51.053074,6.135084
5584,Heinsberg-Porselen,51.040615,6.174482
5585,Heinsberg-Randerath,51.016243,6.182449
5586,Heinschenwalde,53.49873,8.972913
5587,Heinzenhausen,49.625595,7.607437
5588,Heitersheim,47.87986,7.646194
5591,Heiterwang-Plansee,47.44234,10.748252
