stop_name,stop_id,stop_lat,stop_lon
Aßlar,5079,50.588657,8.462756
Aßlar,628,50.588657,8.462756
Aßling(Oberbay),5124,47.98949,11.993518
Aßling(Oberbay),7634,47.98949,11.993518
Baabe,7829,54.362316,13.704806
Baalberge,11695,51.763046,11.784682
Baalberge,3757,51.763046,11.784682
Baar-Ebenhausen,477,48.67494,11.460092
Baar-Ebenhausen,8285,48.67494,11.460092
Babenhausen Langstadt,13243,49.922276,8.945733
Babenhausen(Hess),11384,49.957962,8.957182
Babenhausen(Hess),12583,49.957962,8.957182
Babenhausen(Hess),532,49.957962,8.957182
Babenhausen(Hess),8594,49.957962,8.957182
Babstadt,14597,49.240196,9.060708
Babylon,8729,49.398876,12.869049
Bacharach,11497,50.056103,7.769523
Bacharach,8687,50.056103,7.769523
Bachern,5404,48.28016,11.378716
Bachfeld,7784,50.405773,10.982451
Bachheim,850,47.862072,8.399399
Backnang,11065,48.942677,9.425989
Backnang,12079,48.942677,9.425989
Backnang,14339,48.942677,9.425989
Backnang,5310,48.942677,9.425989
Backnang,7586,48.942677,9.425989
Bad Abbach,3392,48.922733,11.994322
Bad Abbach,6490,48.922733,11.994322
Bad Aibling,12494,47.862026,12.004157
Bad Aibling,7706,47.862026,12.004157
Bad Aibling Kurpark,13748,47.857616,12.013823
Bad Arolsen,11388,51.3816,8.997792
Bad Arolsen,6116,51.3816,8.997792
Bad Bellingen,126,47.730804,7.557601
Bad Bellingen,4434,47.730804,7.557601
Bad Belzig,13631,52.135967,12.594981
Bad Belzig,14675,52.135967,12.594981
Bad Belzig,8633,52.135967,12.594981
Bad Bentheim,13013,52.30985,7.158539
Bad Bentheim,3269,52.30985,7.158539
Bad Bentheim,8260,52.30985,7.158539
Bad Bentheim(Gr),6951,52.3091,7.04016
Bad Bergzabern,10298,49.10321,8.002787
Bad Berka,1300,50.896137,11.28155
Bad Berka,8761,50.896137,11.28155
Bad Berka Zeughausplatz,7378,50.90044,11.280095
Bad Berleburg,5041,51.051197,8.394109
Bad Bevensen,3277,53.078247,10.574141
Bad Bevensen,7635,53.078247,10.574141
Bad Birnbach,13993,48.432854,13.074034
Bad Blankenburg(Thüringerw),12786,50.682648,11.275498
Bad Blankenburg(Thüringerw),1593,50.682648,11.275498
Bad Bodendorf,12329,50.556267,7.217217
Bad Bodenteich,11245,52.834274,10.673371
Bad Bodenteich,11752,52.834274,10.673371
Bad Brambach,13666,50.217587,12.311414
Bad Brambach,305,50.217587,12.311414
Bad Bramstedt,488,53.920593,9.890162
