stop_name,stop_id,stop_lat,stop_lon
Hamburg-Harburg,1350,53.45591,9.991701
Hamburg-Harburg,669,53.45591,9.991701
Hamburg-Harburg,814,53.45591,9.991701
Hamburg-Harburg,854,53.45591,9.991701
Hamm(Westf)Hbf,127,51.678078,7.807821
Hamm(Westf)Hbf,1346,51.678078,7.807821
Hamm(Westf)Hbf,189,51.678078,7.807821
Hamm(Westf)Hbf,586,51.678078,7.807821
Hamm(Westf)Hbf,645,51.678078,7.807821
Hamm(Westf)Hbf,991,51.678078,7.807821
Hanau Hbf,102,50.120953,8.929
Hanau Hbf,1427,50.120953,8.929
Hanau Hbf,241,50.120953,8.929
Hanau Hbf,516,50.120953,8.929
Hanau Hbf,595,50.120953,8.929
Hanau Hbf,74,50.120953,8.929
Hannover Hbf,1326,52.376762,9.741021
Hannover Hbf,177,52.376762,9.741021
Hannover Hbf,250,52.376762,9.741021
Hannover Hbf,320,52.376762,9.741021
Hannover Hbf,335,52.376762,9.741021
Hannover Hbf,487,52.376762,9.741021
Hannover Hbf,50,52.376762,9.741021
Hannover Hbf,604,52.376762,9.741021
Hannover Hbf,73,52.376762,9.741021
Hannover Messe/Laatzen,405,52.3169,9.792863
Hausach,1237,48.284924,8.181665
Hegyeshalom,312,47.913506,17.14702
Hegyeshalom(Gr),1048,47.93826,17.095844
Heide(Holst),1362,54.19356,9.101029
Heide(Holst),463,54.19356,9.101029
Heidelberg Hbf,1255,49.40357,8.675442
Heidelberg Hbf,1393,49.40357,8.675442
Heidelberg Hbf,1413,49.40357,8.675442
Heidelberg Hbf,263,49.40357,8.675442
Heidelberg Hbf,308,49.40357,8.675442
Heidelberg Hbf,344,49.40357,8.675442
Heidelberg Hbf,769,49.40357,8.675442
Heidelberg Hbf,813,49.40357,8.675442
Helmstedt,107,52.222088,11.010553
Helmstedt,1238,52.222088,11.010553
Hengelo,100,52.261852,6.793726
Hengelo,871,52.261852,6.793726
Hengelo,977,52.261852,6.793726
Heppenheim(Bergstr),416,49.641552,8.633379
Heppenheim(Bergstr),905,49.641552,8.633379
Herborn(Dillkr),126,50.684406,8.30814
Herford,191,52.11961,8.663643
Herford,599,52.11961,8.663643
Hermsdorf-Klosterlausnitz,608,50.903778,11.858626
Hermsdorf-Klosterlausnitz,776,50.903778,11.858626
Herrenberg,1363,48.59399,8.862662
Herrenberg,870,48.59399,8.862662
Herzogenrath,847,50.870914,6.094486
Herzogenrath,96,50.870914,6.094486
Hildesheim Gbf,324,52.157387,9.942379
Hildesheim Hbf,147,52.160625,9.953497
Hildesheim Hbf,667,52.160625,9.953497
Hilversum,1385,52.22667,5.181399
Hilversum,526,52.22667,5.181399
Hohenems,1318,47.364708,9.681001
Holysov,773,49.597546,13.10137
Homburg(Saar)Hbf,1183,49.328083,7.337035
Homburg(Saar)Hbf,355,49.328083,7.337035
Horb,771,48.44147,8.688982
Horb,943,48.44147,8.688982
Hornberg(Schwarzw),1417,48.211895,8.23294
Horsens st,1009,55.86279,9.8355
Horsens st,411,55.86279,9.8355
Hude,1146,53.10943,8.460956
Hude,43,53.10943,8.460956
Husum,1042,54.47227,9.055026
Husum,1341,54.47227,9.055026
Hünfeld,455,50.67327,9.762453
Hünfeld,934,50.67327,9.762453
Ibbenbüren,316,52.276867,7.721486
Ilirska Bistrica,268,45.569275,14.236037
Immendingen,1320,47.93601,8.729536
Immenstadt,174,47.559204,10.213999
Immenstadt,912,47.559204,10.213999
Imst-Pitztal,609,47.219074,10.76167
Ingolstadt Hbf,1079,48.74454,11.437337
Ingolstadt Hbf,83,48.74454,11.437337
