stop_name,stop_id,stop_lat,stop_lon
"Angermünde, Bahnhof",3778,53.015823,13.995871
"Angermünde, Bahnhof",5811,53.015823,13.995871
"Angermünde, Bahnhof",8068,53.015823,13.995871
Angern-Rogätz,461,52.338463,11.759535
Angern-Rogätz,7235,52.338463,11.759535
Angersbach,3591,50.63077,9.44726
Angersdorf,3397,51.460407,11.903139
Angersdorf,5129,51.460407,11.903139
Anklam,3726,53.856102,13.701827
Anklam,6207,53.856102,13.701827
Anklam,6649,53.856102,13.701827
Annaberg-Buchholz Mitte,5323,50.56679,12.999078
Annaberg-Buchholz Süd,15141,50.555885,12.997404
Annaberg-Buchholz Süd,8486,50.555885,12.997404
Annaberg-Buchholz unterer Bf,5564,50.57861,12.998313
Annaberg-Buchholz unterer Bf,8502,50.57861,12.998313
Annaburg,1998,51.72868,13.032757
Annaburg,6632,51.72868,13.032757
Annweiler am Trifels,14203,49.205387,7.966149
Annweiler am Trifels,1938,49.205387,7.966149
Annweiler am Trifels,5837,49.205387,7.966149
Annweiler-Sarnstall,1460,49.208725,7.937192
Anrath,10956,51.285538,6.45023
Anrath,7415,51.285538,6.45023
Ansbach,12199,49.29803,10.578239
Ansbach,1468,49.29803,10.578239
Ansbach,2548,49.29803,10.578239
Ansbach,3419,49.29803,10.578239
Ansbach,3948,49.29803,10.578239
Ansbach,5440,49.29803,10.578239
Ansbach,7891,49.29803,10.578239
Antoninov,4074,50.771576,15.249396
Antonsthal,8825,50.49994,12.755245
Anwanden,13253,49.411694,10.930396
Anwanden,14662,49.411694,10.930396
Anzefahr,10125,50.84573,8.85959
Anzefahr,11147,50.84573,8.85959
Anzenkirchen,1601,48.43474,13.021996
Apach(Moselle),6062,49.458786,6.371969
Apach(fr),519,49.46902,6.369699
Apensen,8304,53.441666,9.612345
Apolda,11877,51.03094,11.526136
Apolda,178,51.03094,11.526136
Apolda,2985,51.03094,11.526136
Appenweier,10946,48.541462,7.97319
Appenweier,226,48.541462,7.97319
Appenweier,4277,48.541462,7.97319
Appenweier,4833,48.541462,7.97319
"Arbeitsagentur, Karlsruhe",1750,49.003918,8.386528
Arbon,3745,47.51051,9.433224
Arbon Seemoosriet,8429,47.521343,9.424721
Ardey,3054,51.481163,7.727176
Arensdorf(Köthen),13089,51.70951,12.007416
Arensdorf(Köthen),1390,51.70951,12.007416
Arenshausen,11569,51.375053,9.968559
Arenshausen,5881,51.375053,9.968559
Arfurt(Lahn),13927,50.406403,8.211079
Arfurt(Lahn),7248,50.406403,8.211079
Armsheim,11562,49.808372,8.074113
Armsheim,13809,49.808372,8.074113
Armsheim,2485,49.808372,8.074113
Arnbach,11758,48.34132,11.344044
Arnhem Centraal,11347,51.98478,5.901003
Arnhem Centraal,13759,51.98478,5.901003
Arnhem Centraal,14023,51.98478,5.901003
Arnhem Centraal,2499,51.98478,5.901003
Arnhem Centraal,2568,51.98478,5.901003
Arnhem Centraal,3841,51.98478,5.901003
Arnhem Centraal,507,51.98478,5.901003
Arnhem Centraal,8253,51.98478,5.901003
Arnsberg(Westf),14800,51.405663,8.067965
Arnsberg(Westf),5593,51.405663,8.067965
Arnschwang,10566,49.27461,12.8116
Arnschwang,8645,49.27461,12.8116
Arnsdorf(Dresden),14484,51.092808,13.982212
Arnsdorf(Dresden),1538,51.092808,13.982212
Arnsdorf(Dresden),6264,51.092808,13.982212
Arnstadt Hbf,14826,50.841938,10.948262
Arnstadt Hbf,1570,50.841938,10.948262
Arnstadt Hbf,9034,50.841938,10.948262
Arnstadt Süd,8014,50.831085,10.954958
Arnstadt Süd,8265,50.831085,10.954958
Arrach,4134,49.195366,13.002804
Arsbeck,294,51.151978,6.207082
Artern,4227,51.36324,11.310757
Artern,6635,51.36324,11.310757
Arzberg(Oberfr),1006,50.054634,12.197692
As(CZ),5583,50.209435,12.199936
Aschaffenburg Hbf,10349,49.980556,9.143697
Aschaffenburg Hbf,11855,49.980556,9.143697
Aschaffenburg Hbf,2114,49.980556,9.143697
Aschaffenburg Hbf,2823,49.980556,9.143697
Aschaffenburg Hbf,3012,49.980556,9.143697
Aschaffenburg Hbf,349,49.980556,9.143697
Aschaffenburg Hbf,7913,49.980556,9.143697
Aschaffenburg Hbf,9506,49.980556,9.143697
Aschaffenburg Hochschule,148,49.974445,9.160416
Aschaffenburg Süd,1684,49.968464,9.152586
Aschaffenburg Süd,4841,49.968464,9.152586
Aschau(Chiemgau),1054,47.779106,12.325564
Ascheberg(Holst),10794,54.14846,10.339481
Ascheberg(Holst),13564,54.14846,10.339481
Ascheberg(Holst),8745,54.14846,10.339481
Ascheberg(Westf),12508,51.78299,7.600749
Aschendorf,13248,53.052177,7.337153
Aschendorf,2252,53.052177,7.337153
Aschersleben,11090,51.757122,11.465689
Aschersleben,12856,51.757122,11.465689
Aschersleben,12880,51.757122,11.465689
Aschersleben,14914,51.757122,11.465689
Aschersleben,8312,51.757122,11.465689
Ashausen,10940,53.368694,10.145564
Ashausen,4806,53.368694,10.145564
Asperg,5401,48.90736,9.147797
Asperg,9944,48.90736,9.147797
Asselheim,14187,49.57622,8.161602
Assenheim(Oberhess),5568,50.30494,8.812462
Assenheim(Oberhess),9585,50.30494,8.812462
Assmannshausen,1021,49.985325,7.867355
Assmannshausen,3862,49.985325,7.867355
Assmannshausen,9637,49.985325,7.867355
Attendorn,15110,51.124645,7.908493
Attendorn,3275,51.124645,7.908493
Attendorn-Hohen Hagen,9869,51.090164,7.855281
Au(Sieg),10465,50.773766,7.656537
Au(Sieg),10950,50.773766,7.656537
Au(Sieg),1214,50.773766,7.656537
Au(Sieg),12872,50.773766,7.656537
Au(Sieg),13030,50.773766,7.656537
Au(Sieg),4671,50.773766,7.656537
Au(Sieg),6613,50.773766,7.656537
Aue(Sachs),13797,50.591682,12.698518
Aue(Sachs),13833,50.591682,12.698518
Aue(Sachs),5011,50.591682,12.698518
Aue(Sachs) Erzgebirgsstadion,2749,50.596706,12.709055
Aue-Wingeshausen,8193,51.051785,8.290085
Auehütte,6925,50.719673,10.416666
Auerbach(V) ob Bf,1405,50.519135,12.382054
Auerbach(V) unt Bf,7863,50.511723,12.391421
Auerbach(Vogtl) Hp,4670,50.506954,12.379204
"Auerbach(b Mosbach, Baden)",14699,49.399563,9.223276
"Auerbach(b Mosbach, Baden)",2584,49.399563,9.223276
Auestadion  Ri. H.-Heine-Straße,6952,51.298763,9.481215
Auestadion  Ri. Park Schönfeld,6823,51.298763,9.481215
Aufhausen(Württ),932,48.85613,10.317193
Aufhausen(b Erding),5602,48.274364,11.894375
"Augartenstraße, Karlsruhe",2103,48.998466,8.403677
Auggen,12891,47.789948,7.586788
Auggen,13678,47.789948,7.586788
Augsburg Haunstetterstraße,11332,48.355286,10.900985
Augsburg Haunstetterstraße,2186,48.355286,10.900985
Augsburg Haunstetterstraße,5766,48.355286,10.900985
Augsburg Haunstetterstraße,831,48.355286,10.900985
Augsburg Hbf,1028,48.36544,10.88557
Augsburg Hbf,10865,48.36544,10.88557
Augsburg Hbf,1146,48.36544,10.88557
Augsburg Hbf,11894,48.36544,10.88557
Augsburg Hbf,12053,48.36544,10.88557
Augsburg Hbf,12158,48.36544,10.88557
Augsburg Hbf,12561,48.36544,10.88557
